ticket_id,model,category,priority_reason,priority,sentiment,confidence,kb_article,reply,needs_human,latency_s,input_tokens,output_tokens,thinking_tokens,schema_errors,error
T012,Gemini 3.5 Flash-Lite,FEEDBACK,Leaving feedback or reviews is classified as a low priority information or courtesy request.,L,neutral,high,KB08,"You can leave a review or product feedback by using Help -> Give feedback in the app, or through the feedback form at nimbuscrm.example/feedback. Your feedback goes directly to our product team!",False,1.79,2819,112,0,,
T013,Gemini 3.5 Flash-Lite,CANCEL,"Any question about cancellation, exit or early-termination fees is High priority.",H,neutral,high,KB06,"Hello. For annual plans, cancelling before the end of the 12-month term incurs an early exit fee equal to 2 months of your plan's price. You can view the exact early exit fee in Settings -> Billing -> Cancel subscription before confirming your cancellation.",True,1.72,2817,131,0,,
T014,Gemini 3.5 Flash-Lite,PAYMENT,Payment failing is a high priority as money is at risk and the customer is blocked.,H,neutral,high,KB03,"I am sorry to hear you are having payment issues. Common causes include an expired card, insufficient funds, or your bank blocking an international charge. Please update your card or contact your bank, then click Retry payment in Settings > Billing. If the issue persists, let us know and a specialist will assist you.",True,1.85,2817,134,0,,
T015,Gemini 3.5 Flash-Lite,PAYMENT,"Information request about payment methods, so priority is Low.",L,neutral,high,KB03,"We accept Visa, Mastercard, American Express, and PayPal for all plans. Bank transfer (wire/ACH) is available only on annual plans of $5,000 or more. We do not accept cheques or cryptocurrency.",False,1.56,2823,112,0,,
T016,Gemini 3.5 Flash-Lite,CANCEL,"Any question about cancellation, exit or early-termination fees is High priority.",H,neutral,high,KB06,"Hello. To check your exact early exit fee, go to Settings, Billing, and then Cancel subscription before you confirm. Nothing is charged until you confirm.",True,1.65,2820,100,0,,
T017,Gemini 3.5 Flash-Lite,NEWSLETTER,Newsletter subscription is an information or courtesy request classified as Low priority.,L,neutral,high,KB05,You can easily subscribe to the monthly Nimbus newsletter by visiting nimbuscrm.example/newsletter or by updating your preferences in Settings > Notifications > Newsletter.,False,2.7,2818,99,0,,
T018,Gemini 3.5 Flash-Lite,CONTACT,Questions about support hours or contact channels are classified as Low priority.,L,neutral,high,KB07,Live chat and phone support are available Monday through Friday from 8:00 to 20:00 GMT. Email support is answered 24/7.,False,1.73,2822,102,0,,
T019,Gemini 3.5 Flash-Lite,INVOICE,"Customer needs to get an invoice, which is a medium priority task where nothing is blocked or at risk.",M,neutral,high,KB02,"You can view and download your invoice as a PDF by navigating to Settings > Billing > Invoices, where you can search for invoice #12588.",False,1.82,2822,117,0,,
T020,Gemini 3.5 Flash-Lite,ACCOUNT,"Customer needs to create an account, which is a standard account management request without blockers or money at risk.",M,neutral,high,KB01,"To set up a separate workspace or account for someone else, you can create a separate workspace at nimbuscrm.example/signup. If you are adding your wife as a user to your existing company workspace, an account admin can do this by going to Settings > Team > Invite user. Each user needs their own email address.",False,1.73,2816,142,0,,
T021,Gemini 3.5 Flash-Lite,CANCEL,"Any question about cancellation, exit or early-termination fees is classified as High priority.",H,neutral,high,KB06,"Monthly plans have no cancellation fee and can be cancelled anytime in Settings > Billing > Cancel subscription. For annual plans, cancelling before the end of the 12-month term incurs an early exit fee equal to 2 months of your plan's price. You can view the exact fee in Settings > Billing > Cancel subscription before confirming.",True,1.72,2813,139,0,,
T022,Gemini 3.5 Flash-Lite,PAYMENT,Payment failing triggers high priority as money is at risk.,H,neutral,high,KB03,"Hello. Common causes for payment errors include an expired card, insufficient funds, or your bank blocking an international charge. Please update your card details or contact your bank, then click Retry payment in Settings > Billing. If you continue to experience issues, let us know the details and we will be happy to help.",True,1.66,2818,128,0,,
T023,Gemini 3.5 Flash-Lite,REFUND,Refund policy questions are classified as Medium priority.,M,neutral,high,KB04,"Monthly plans can be refunded in full within 14 days of the charge. Annual plans can be refunded in full within 30 days of purchase, but are not refundable after 30 days. Charges from billing errors are always refunded.",False,1.65,2817,120,0,,
T024,Gemini 3.5 Flash-Lite,NEWSLETTER,Newsletter unsubscribe requests are low priority.,L,neutral,high,KB05,"You can unsubscribe by clicking Unsubscribe at the bottom of any newsletter email, or by turning it off in Settings > Notifications > Newsletter. Changes take effect within 48 hours.",False,1.93,2820,98,0,,
T025,Gemini 3.5 Flash-Lite,CONTACT,Questions about support hours or contact channels are low priority.,L,neutral,high,KB07,"Live chat and phone support are available Monday through Friday, 8:00 to 20:00 (GMT). Email support is answered 24/7. Outside live hours, chat messages are converted to email tickets and answered the next business day.",False,1.75,2819,119,0,,
T026,Gemini 3.5 Flash-Lite,REFUND,"Refund status inquiry where nothing is indicated as late, missing, or disputed is classified as Medium.",M,neutral,high,KB04,"Approved refunds are processed within 5 business days and then take 5-10 business days to appear, depending on your bank. You can check the current status next to the invoice in Settings > Billing > Invoices. If it has not arrived 15 business days after approval, please let us know with your invoice number.",False,1.82,2819,141,0,,
T027,Gemini 3.5 Flash-Lite,CANCEL,"Any question about cancellation, exit or early-termination fees is High priority.",H,neutral,high,KB06,"Hello. Only workspace admins can delete an account in Settings > Workspace > Delete workspace. However, deletion is blocked while an annual contract is active, and cancelling an annual plan before the end of the 12-month term incurs an early exit fee equal to 2 months of your plan's price. The exact fee is shown in Settings > Billing > Cancel subscription before you confirm.",True,1.63,2815,154,0,,
T028,Gemini 3.5 Flash-Lite,INVOICE,"Customer needs an invoice retrieved, which is a standard task where nothing is blocked or at risk.",M,neutral,high,KB02,You can view and download invoice #12588 as a PDF by going to Settings > Billing > Invoices and searching for the invoice number. Let us know if you need any further help!,False,1.79,2818,116,0,,
T029,Gemini 3.5 Flash-Lite,FEEDBACK,Any formal complaint or reclamation is classified as High priority per the rubric.,H,neutral,high,KB08,"I can help with that. You can submit a formal complaint at nimbuscrm.example/complaints or email complaints@nimbuscrm.example. Every complaint receives a reference number, an acknowledgement within 2 business days, and a written response within 10 business days.",True,1.77,2819,128,0,,
T030,Gemini 3.5 Flash-Lite,ACCOUNT,"Customer wants to create an account, which falls under the Account category.",M,neutral,high,KB01,"Hello. To set up a new workspace and account for someone else, you can create a separate workspace at nimbuscrm.example/signup. Account admins can then add users in Settings -> Team -> Invite user. Let us know if you need any further help with the setup.",False,1.75,2820,125,0,,
T031,Gemini 3.5 Flash-Lite,CANCEL,"Any question about cancellation, exit or early-termination fees is High priority.",H,neutral,high,KB06,Hello. You can see your exact early exit fee in Settings -> Billing -> Cancel subscription before you confirm your cancellation. Cancelling an annual plan before the end of the 12-month term incurs an early exit fee equal to 2 months of your plan's price.,True,1.8,2819,125,0,,
T032,Gemini 3.5 Flash-Lite,CONTACT,Questions about support hours or contact channels are classified as Low priority.,L,neutral,high,KB07,Live chat and phone support are available Monday through Friday from 8:00 to 20:00 GMT. You can open the chat widget in the bottom-right of the app and type agent to reach a human during these live hours.,False,1.65,2819,118,0,,
T033,Gemini 3.5 Flash-Lite,INVOICE,"Customer needs to get an invoice, which is a medium priority task where no one is blocked.",M,neutral,high,KB02,Admins and billing contacts can view and download every invoice as a PDF by going to Settings -> Billing -> Invoices and searching by the invoice number.,False,1.71,2829,106,0,,
T034,Gemini 3.5 Flash-Lite,ACCOUNT,Downgrade requests are classified as High priority because they represent revenue at risk.,H,frustrated,high,KB01,"Hello. I can help with that. As an admin, you can downgrade your plan by going to Settings > Billing > Change plan. Please note that downgrading to Free takes effect at the end of your current billing period, removing paid features and keeping your data read-only for 90 days. A specialist will follow up if you need further assistance.",True,1.73,2824,144,0,,
T035,Gemini 3.5 Flash-Lite,INVOICE,"Customer needs to view an invoice, which is a medium priority task where no money is at risk and the customer is not blocked.",M,neutral,high,KB02,You can view and download your invoice as a PDF by going to Settings > Billing > Invoices and searching for invoice number #85632. Please note that only workspace admins and billing contacts can access invoices.,False,1.64,2823,133,0,,
T036,Gemini 3.5 Flash-Lite,FEEDBACK,Profanity on a low-priority feedback request bumps the priority up one level from L to M.,M,frustrated,high,KB08,"You can leave your feedback or reviews using Help -> Give feedback in the app, or through the feedback form at nimbuscrm.example/feedback. Your feedback will go directly to our product team.",False,1.68,2820,117,0,,
T037,Gemini 3.5 Flash-Lite,CONTACT,"Customer is asking for a human agent, which is a Medium priority task.",M,frustrated,high,KB07,"I am sorry to hear that. You can reach a human agent during live hours (Monday-Friday, 8:00-20:00 GMT) by opening the chat widget in the bottom-right of the app and typing ""agent"". A specialist will follow up with you shortly.",False,1.68,2822,131,0,,
T038,Gemini 3.5 Flash-Lite,NEWSLETTER,Newsletter unsubscribe requests are classified as low priority because they are information or courtesy requests with no urgency.,L,neutral,high,KB05,"You can unsubscribe by clicking the Unsubscribe link at the bottom of any newsletter email, or by turning it off in Settings > Notifications > Newsletter. Changes take effect within 48 hours.",False,1.77,2819,112,0,,
T039,Gemini 3.5 Flash-Lite,FEEDBACK,Information or courtesy request; no action needed urgently.,L,neutral,high,KB08,"You can leave a review or product feedback by going to Help -> Give feedback in the app, or by using the feedback form at nimbuscrm.example/feedback.",False,1.82,2820,100,0,,
T040,Gemini 3.5 Flash-Lite,INVOICE,"Customer needs to view an invoice, which is a medium priority task since they are not blocked and nothing is at risk.",M,neutral,high,KB02,"Hello! Admins and billing contacts can view and download invoices as a PDF by going to Settings > Billing > Invoices and searching by the invoice number. If you cannot see the invoice, please ask your workspace admin to add you as a billing contact.",False,1.84,2820,131,0,,
T041,Gemini 3.5 Flash-Lite,FEEDBACK,Formal complaints are classified as High priority according to the explicit rules.,H,neutral,high,KB08,We take complaints very seriously. Please submit your formal complaint at nimbuscrm.example/complaints or email complaints@nimbuscrm.example. You will receive an acknowledgement within 2 business days and a written response within 10 business days.,True,1.77,2820,121,0,,
T042,Gemini 3.5 Flash-Lite,PAYMENT,Payment failing is classified as High priority because money is at risk.,H,neutral,high,KB03,"I am sorry to hear you are having trouble with your payment. Common causes include an expired card, insufficient funds, or your bank blocking an international charge. Please update your card or contact your bank, then click Retry payment in Settings > Billing. If the issue persists, let us know your invoice number and we will be happy to investigate.",True,1.87,2820,136,0,,
T043,Gemini 3.5 Flash-Lite,NEWSLETTER,Newsletter subscriptions are low priority courtesy requests with no urgency.,L,neutral,high,KB05,"You can sign up for the monthly Nimbus newsletter at nimbuscrm.example/newsletter or in Settings > Notifications > Newsletter. To unsubscribe, click Unsubscribe at the bottom of any newsletter email or turn it off in your notification settings. Changes take effect within 48 hours.",False,1.58,2816,130,0,,
T044,Gemini 3.5 Flash-Lite,CONTACT,Questions about support hours or contact channels are classified as Low priority.,L,neutral,high,KB07,Live chat and phone support are available Monday through Friday from 8:00 to 20:00 GMT. Email support at support@nimbuscrm.example is available 24/7.,False,1.63,2822,111,0,,
T045,Gemini 3.5 Flash-Lite,REFUND,Asking how to get or request a refund is classified as Medium priority.,M,neutral,high,KB04,"You can request a refund by going to Settings > Billing > Invoices and clicking Request refund next to the relevant invoice, or by contacting support with your invoice number. Monthly plans can be refunded within 14 days, and annual plans within 30 days of purchase.",False,1.45,2822,124,0,,
T046,Gemini 3.5 Flash-Lite,PAYMENT,Information or courtesy request; no action needed urgently.,L,neutral,high,KB03,"We accept Visa, Mastercard, American Express, and PayPal for all plans. Bank transfer (wire/ACH) is available only on annual plans of $5,000 or more. We do not accept cheques or cryptocurrency.",False,1.59,2818,111,0,,
T047,Gemini 3.5 Flash-Lite,ACCOUNT,"Sign-up issues are classified under account creation and represent a customer blocking issue, making it High priority.",H,neutral,high,KB01,"Most sign-up errors are caused by an email already being registered or verification emails going to spam. If neither fixes your issue, please contact support with a screenshot of the error.",True,1.97,2820,118,0,,
T048,Gemini 3.5 Flash-Lite,REFUND,Asking how to get or request a refund is classified as Medium priority.,M,neutral,high,KB04,"Hello. You can request a refund by going to Settings -> Billing -> Invoices and clicking Request refund next to the relevant invoice, or by contacting support with your invoice number. Monthly plans can be refunded in full within 14 days of the charge, and annual plans within 30 days of purchase.",False,1.65,2820,131,0,,
T049,Gemini 3.5 Flash-Lite,ACCOUNT,"Customer needs to change account details, which is a medium priority task.",M,neutral,high,KB01,"You can update your name, email, and company details in Settings -> Profile. Please note that changing your email address requires confirmation from both your old and new email addresses.",False,1.82,2815,102,0,,
T050,Gemini 3.5 Flash-Lite,FEEDBACK,Formal complaints are classified as High priority according to the rubric rules.,H,neutral,high,KB08,"You can submit a formal complaint at nimbuscrm.example/complaints or email complaints@nimbuscrm.example. Every complaint receives a reference number, an acknowledgement within 2 business days, and a written response within 10 business days.",True,1.7,2816,128,0,,
T001,Ministral 14B,PAYMENT,Strong frustration (profanity) bumps the priority up one level from the topic's base level (L → M).,M,frustrated,high,KB03,"I understand your frustration. Our accepted payment methods are Visa, Mastercard, American Express, and PayPal for all plans. Bank transfers are available only for annual plans of $5,000 or more. If you’re having trouble with a specific method, let me know the error, and I’ll guide you further.",False,3.15,2787,152,0,,
T002,Ministral 14B,PAYMENT,Question about payment methods (base level L). No urgency or risk involved.,L,neutral,high,KB03,"We accept Visa, Mastercard, American Express, and PayPal for all plans. Bank transfers (wire/ACH) are available only for annual plans of $5,000 or more. You can update your payment method in **Settings → Billing → Payment method**.",False,2.41,2785,130,0,,
T003,Ministral 14B,REFUND,Refund status or problem with something potentially wrong ('anything wrong with my refund') = H.,H,neutral,high,KB04,"To check your refund status, log in and go to **Settings → Billing → Invoices**. The status of your refund will be shown next to the relevant invoice. If you don’t see an update after 15 business days from approval, reply with your invoice number, and we’ll investigate immediately.",True,2.83,2788,139,0,,
T004,Ministral 14B,CONTACT,"Customer is asking to reach a human agent, which qualifies as Medium priority per the rubric rule for 'asks for a human agent' when wanting immediate assistance.",M,neutral,high,KB07,"You can reach a live assistant via the chat widget in the bottom-right corner of the app. Type 'agent' to connect with a human during our live support hours (Monday–Friday, 8:00–20:00 GMT). If you prefer to call, Platinum customers can contact their dedicated account manager directly. Outside these hours, your message will be converted to an email ticket and responded to the next business day.",False,2.37,2786,178,0,,
T005,Ministral 14B,NEWSLETTER,No action needed urgently; newsletter subscription/unsubscription is a courtesy request.,L,neutral,high,KB05,"You can subscribe to the Nimbus newsletter by visiting **nimbuscrm.example/newsletter** or enabling it in **Settings → Notifications → Newsletter**. If you’d like further assistance, let me know!",False,1.77,2783,116,0,,
T006,Ministral 14B,NEWSLETTER,No action needed urgently; information request about unsubscribing from the newsletter.,L,neutral,high,KB05,You can unsubscribe from the newsletter by clicking **Unsubscribe** at the bottom of any newsletter email or by turning it off in **Settings → Notifications → Newsletter**. Changes take effect within 48 hours. Let us know if you need further assistance!,False,2.19,2791,127,0,,
T007,Ministral 14B,ACCOUNT,"Customer is blocked from signing up, which prevents product use (rubric: H for blocked customers).",H,neutral,high,KB01,"I’m sorry to hear you’re having trouble signing up. Most issues are caused by an email already registered or a verification email going to spam. Try using **Forgot password** or checking your spam folder. If the problem persists, reply with a screenshot of the error, and I’ll escalate it to a specialist.",True,1.98,2783,144,0,,
T008,Ministral 14B,REFUND,Asking about refund policy is a medium-priority request as it does not indicate a blocked customer or money at risk.,M,neutral,high,KB04,"You can request a full refund for monthly plans within **14 days** of the charge or for annual plans within **30 days** of purchase. After these periods, refunds are not available unless it’s due to a billing error (see KB03). For more details, visit **Settings → Billing → Invoices** or contact support with your invoice number.",False,2.6,2789,157,0,,
T009,Ministral 14B,INVOICE,"Customer is requesting information about an invoice, which is not blocked and nothing is at risk.",M,neutral,high,KB02,"You can view and download invoice #00108 in **Settings → Billing → Invoices**. If you need further details or a copy, let us know, and we’ll assist you promptly.",False,2.03,2785,118,0,,
T010,Ministral 14B,CANCEL,Asking about cancellation or early exit fees is a churn signal (explicit rule).,H,neutral,high,KB06,"The early exit fee for annual plans is 2 months of your plan’s price if cancelled before the 12-month term. For example, Platinum users would pay 2 × $60/user. This fee is shown in **Settings → Billing → Cancel subscription** before confirmation. Monthly plans have no fee. Let me know if you’d like to discuss alternatives like downgrading.",True,2.48,2780,155,0,,
T011,Ministral 14B,CANCEL,"Asking about cancellation or exit fees is a churn signal, even when phrased as 'just checking' (explicit rule).",H,neutral,high,KB06,The early exit fee for annual plans is 2 months of your plan’s price if cancelled before the 12-month term. This is shown in **Settings → Billing → Cancel subscription** before you confirm. Would you like help exploring alternatives like downgrading instead?,True,1.99,2786,141,0,,
T012,Ministral 14B,FEEDBACK,No urgency or risk; information request about leaving a review.,L,neutral,high,KB08,"You can leave a review or product feedback using **Help → Give feedback** in the Nimbus CRM app, or by filling out the form at [nimbuscrm.example/feedback](nimbuscrm.example/feedback). Your input is valuable and will be shared directly with our product team.",False,2.09,2785,130,0,,
T013,Ministral 14B,CANCEL,"Asking about cancellation or exit fees is a churn signal, even when phrased as 'just checking' (explicit rule).",H,neutral,high,KB06,The early exit fee for annual plans is 2 months of your plan’s price if cancelled before the 12-month term. Monthly plans have no cancellation fee. You can check the exact fee in **Settings → Billing → Cancel subscription** before confirming. Let me know if you’d like to discuss alternatives like downgrading.,True,2.32,2783,153,0,,
T014,Ministral 14B,PAYMENT,"Customer is experiencing a payment issue, which blocks product use and risks account suspension after the 7-day grace period.",H,neutral,high,KB03,"I’m sorry to hear about the payment issue. Most payment failures are caused by an expired card, insufficient funds, or a bank blocking the charge. Please try updating your payment method in **Settings → Billing → Payment method** and select **Retry payment**. If the problem persists, your account remains active for 7 days before access is limited. Let me know if you need further help!",True,2.21,2784,160,0,,
T015,Ministral 14B,PAYMENT,Question about payment methods (base level L).,L,neutral,high,KB03,"Nimbus CRM accepts Visa, Mastercard, American Express, and PayPal for all plans. Bank transfers (wire/ACH) are available only for annual plans of $5,000 or more. You can update your payment method in **Settings → Billing → Payment method**.",False,2.47,2788,128,0,,
T016,Ministral 14B,CANCEL,Asking about cancellation or exit fees is a churn signal (explicit rule).,H,neutral,high,KB06,"The early exit fee for annual plans is shown in **Settings → Billing → Cancel subscription** before you confirm. For monthly plans, there is no cancellation fee. If you’d like help reviewing your options, let me know!",True,2.07,2786,121,0,,
T017,Ministral 14B,NEWSLETTER,No action needed urgently; information request about newsletter subscription.,L,neutral,high,KB05,You can subscribe to our monthly Nimbus newsletter by visiting **nimbuscrm.example/newsletter** or navigating to **Settings → Notifications → Newsletter** in your account. Let me know if you need further assistance!,False,1.77,2784,115,0,,
T018,Ministral 14B,CONTACT,Questions about support hours are classified as Low priority per the explicit rubric rule.,L,neutral,high,KB07,"Live chat and phone support are available Monday–Friday, 8:00–20:00 (GMT). Email support is answered 24/7, with a first reply within 4 business hours for paid plans and 2 business days for the Free plan (KB07).",False,2.0,2788,135,0,,
T019,Ministral 14B,INVOICE,Customer needs to access an invoice but isn't blocked or at risk of churn.,M,neutral,high,KB02,"You can download invoice #12588 as a PDF in **Settings → Billing → Invoices**. Search by invoice number or date to locate it. If you’re unable to find it, ensure you’re logged in as an admin or billing contact, as only these roles can view invoices. Let me know if you need further assistance!",False,2.42,2788,145,0,,
T020,Ministral 14B,ACCOUNT,"Customer is attempting to create a new account, which is a core product functionality.",M,neutral,high,KB01,"To create a Gold plan account for your wife, she’ll need to sign up at **nimbuscrm.example/signup**. If she’s already registered with an email, she can use **Forgot password** to reset access. Gold plans are billed at **$25/user/month**—let me know if you’d like help with the setup process!",False,1.92,2782,149,0,,
T021,Ministral 14B,CANCEL,"Asking about cancellation or exit fees is a churn signal, even when phrased as 'just checking' (explicit rule).",H,neutral,high,KB06,"Cancellation fees depend on your plan. For **monthly plans**, there is **no fee**—you can cancel anytime, and access continues until the end of the paid month. For **annual plans**, cancelling before the 12-month term incurs a fee equal to **2 months of your plan’s price** (e.g., $50/user for Gold or $120/user for Platinum). The exact fee is shown in **Settings → Billing → Cancel subscription** before confirmation. Let me know your plan type if you’d like further details.",True,2.71,2779,202,0,,
T022,Ministral 14B,PAYMENT,"Customer is experiencing a payment issue, which blocks product access and risks churn if unresolved.",H,neutral,high,KB03,"I’m sorry to hear about the payment error. Most issues are caused by an expired card, insufficient funds, or a bank blocking the charge. Try updating your payment method in **Settings → Billing → Payment method**, then click **Retry payment**. If the problem persists, your account remains active for 7 days before read-only access begins. Let me know the exact error message for further help.",True,2.06,2784,155,0,,
T023,Ministral 14B,REFUND,Asking about refund policy qualifies as a medium-priority request under the rubric rules.,M,neutral,high,KB04,"Our refund policy allows full refunds for monthly plans within **14 days** of the charge and for annual plans within **30 days** of purchase. After these periods, annual plans are non-refundable. If you’d like to request a refund, you can do so in **Settings → Billing → Invoices** or contact us with your invoice number. Let us know how we can assist further!",False,2.09,2784,160,0,,
T024,Ministral 14B,NEWSLETTER,No action needed urgently; information request about unsubscribing.,L,neutral,high,KB05,You can unsubscribe from our newsletter by clicking the **Unsubscribe** link at the bottom of any newsletter email or by turning it off in **Settings → Notifications → Newsletter**. Changes take effect within 48 hours. Unsubscribing won’t affect your account or billing emails.,False,2.22,2786,130,0,,
T025,Ministral 14B,CONTACT,Questions about support hours are classified as Low priority per the rubric (v3).,L,neutral,high,KB07,"Live chat and phone support are available Monday–Friday, 8:00–20:00 (GMT). Email support (support@nimbuscrm.example) is answered 24/7, with a first reply within 4 business hours for paid plans and 2 business days for the Free plan. For urgent issues outside live hours, your chat message will be converted to an email ticket and addressed the next business day.",False,2.26,2785,165,0,,
T026,Ministral 14B,REFUND,"Refund status check is a high-priority issue if there is a problem with the refund (e.g., late, missing, or disputed), but since the ticket only asks for a status update, it fits the medium priority rule for refund policy or status inquiries.",M,neutral,high,KB04,"You can check your refund status in **Settings → Billing → Invoices**, where the status is shown next to the relevant invoice. If you don’t see an update after 15 business days from approval, reply here with the invoice number, and we’ll investigate further.",False,2.22,2785,166,0,,
T027,Ministral 14B,ACCOUNT,"Customer is blocked from deleting an account due to an active annual contract, which is a churn signal.",H,frustrated,high,KB01,"We’re sorry to hear you’re having trouble deleting your Platinum account. Deletion is blocked while an annual contract is active. If you’d like to proceed, you can either cancel your subscription (with the early exit fee applied) or downgrade to a monthly plan first. Let us know how you’d like to move forward, and we’ll guide you through the steps.",True,2.13,2782,154,0,,
T028,Ministral 14B,INVOICE,Customer needs to access an invoice but isn't blocked or at risk of churn.,M,neutral,high,KB02,"You can download invoice #12588 in **Settings → Billing → Invoices**. If you don’t see it, ensure you’re logged in as an admin or billing contact—only these roles can access invoices. Let us know if you need further help!",False,1.98,2784,130,0,,
T029,Ministral 14B,FEEDBACK,Formal complaint ('file a customer reclamation') = H per rubric rule.,H,neutral,high,KB08,"You can submit your customer reclamation at **nimbuscrm.example/complaints** or email **complaints@nimbuscrm.example**. Your complaint will receive a reference number, an acknowledgement within **2 business days**, and a written response within **10 business days**. If you need further assistance, let us know.",True,2.01,2786,143,0,,
T030,Ministral 14B,ACCOUNT,"Customer is attempting to sign up for a paid plan, which may indicate a potential blocker if issues arise.",M,neutral,high,KB01,"To open a Platinum account for your daughter, she’ll need to sign up at **nimbuscrm.example/signup** using her own email address. If she encounters an error (e.g., email already registered or verification issues), she can try **Forgot password** or check her spam folder for the verification email. If the issue persists, reply with a screenshot of the error, and we’ll assist further.",False,1.95,2786,164,0,,
T031,Ministral 14B,CANCEL,"Asking about early exit fees is a churn signal, even when phrased as 'just checking' (explicit rule).",H,neutral,high,KB06,"You can see the exact early exit fee for your annual plan in **Settings → Billing → Cancel subscription** before confirming cancellation. This fee applies if you cancel before the end of your 12-month term, but cancelling within the first 30 days is fee-free and fully refunded. Let me know if you’d like to discuss alternatives like downgrading.",True,1.97,2785,161,0,,
T032,Ministral 14B,CONTACT,Customer explicitly wants to talk to a human agent now (base level M).,M,neutral,high,KB07,"You can reach a live agent via the chat widget in the bottom-right corner of the app. Type 'agent' to connect during our live support hours (Monday–Friday, 8:00–20:00 GMT). If you prefer to call, Platinum customers can contact their dedicated account manager directly. Outside these hours, your message will be converted to an email ticket and answered the next business day.",False,2.18,2785,157,0,,
T033,Ministral 14B,INVOICE,Customer needs to retrieve an invoice but is not blocked and nothing is at risk.,M,neutral,high,KB02,"To download invoice #85632, log in to your Nimbus CRM account and go to **Settings → Billing → Invoices**. You can search for the invoice by number or date, then download it as a PDF. If you’re not an admin or billing contact, ask your workspace admin to add you as a billing contact so you can view invoices.",False,1.98,2795,150,0,,
T034,Ministral 14B,ACCOUNT,Downgrade request is a revenue-at-risk scenario per the rubric.,H,neutral,high,KB01,"You can downgrade to the Free plan in **Settings → Billing → Change plan**. This change will take effect at the end of your current billing period, and you’ll retain read-only access to your data for 90 days. Let us know if you need further guidance!",True,1.66,2790,129,0,,
